stimuli,emotion_stimuli,subject,emotion_subject
kikuguti_sur_fr_2_0,sur,9,sur
sirakura_sur_fr_1_0,sur,9,sur
nakatakuma_sur_au_mouth_2_0,sur,9,sur
nishio_ang_au_cl_2_0,ang,10,ang
ota_ang_au_cl_1_0,ang,10,ang
koyama_ang_au_cl_2_0,ang,10,ang
iwagami_ang_au_cl_1_0,ang,10,ang
henmi_ang_au_cl_4_0,ang,10,ang
kikuguti_ang_au_cl_1_0,ang,10,ang
sirakura_ang_au_cl_3_0,ang,10,ang
nakatakuma_ang_au_cl_2_0,ang,10,dis
nishio_dis_au_cl_3_0,dis,10,ang
ota_dis_au_cl_1_0,dis,10,ang
koyama_dis_au_cl_2_0,dis,10,dis
iwagami_dis_au_cl_1_0,dis,10,dis
henmi_dis_au_cl_1_0,dis,10,ang
kikuguti_dis_au_cl_4_0,dis,10,dis
sirakura_dis_au_cl_1_0,dis,10,dis
nakatakuma_dis_au_cl_1_0,dis,10,ang
nishio_fea_au_mouth_2_0,fea,10,dis
ota_fea_fr_2_0,fea,10,ang
koyama_fea_fr_2_0,fea,10,ang
iwagami_fea_au_mouth_1_0,fea,10,sad
henmi_fea_au_mouth_2_0,fea,10,dis
kikuguti_fea_au_mouth_1_0,fea,10,sad
sirakura_fea_fr_2_0,fea,10,fea
nakatakuma_fea_fr_1_0,fea,10,dis
nishio_hap_au_du_1_0,hap,10,hap
ota_hap_au_du_1_0,hap,10,hap
koyama_hap_au_du_1_0,hap,10,hap
iwagami_hap_au_du_2_0,hap,10,hap
henmi_hap_au_du_1_0,hap,10,hap
kikuguti_hap_au_du_4_0,hap,10,hap
sirakura_hap_au_du_2_0,hap,10,hap
nakatakuma_hap_au_du_1_0,hap,10,hap
nishio_sad_au_1_0,sad,10,dis
ota_sad_au_mouth_1_0,sad,10,sad
koyama_sad_au_mouth_1_0,sad,10,sad
iwagami_sad_au_mouth_3_0,sad,10,sad
henmi_sad_au_mouth_3_0,sad,10,sad
kikuguti_sad_au_1_0,sad,10,sad
sirakura_sad_au_mouth_1_0_130,sad,10,sad
nakatakuma_sad_au_2_0,sad,10,dis
nishio_sur_au_mouth_2_0,sur,10,hap
ota_sur_fr_1_0,sur,10,sur
koyama_sur_fr_2_0,sur,10,sur
iwagami_sur_au_mouth_2_0,sur,10,neu
henmi_sur_au_mouth_2_0,sur,10,sur
kikuguti_sur_fr_2_0,sur,10,sur
sirakura_sur_fr_1_0,sur,10,hap
nakatakuma_sur_au_mouth_2_0,sur,10,sur
nishio_ang_au_cl_2_0,ang,11,ang
ota_ang_au_cl_1_0,ang,11,ang
koyama_ang_au_cl_2_0,ang,11,ang
iwagami_ang_au_cl_1_0,ang,11,ang
henmi_ang_au_cl_4_0,ang,11,ang
kikuguti_ang_au_cl_1_0,ang,11,ang
sirakura_ang_au_cl_3_0,ang,11,ang
nakatakuma_ang_au_cl_2_0,ang,11,ang
nishio_dis_au_cl_3_0,dis,11,dis
ota_dis_au_cl_1_0,dis,11,dis
koyama_dis_au_cl_2_0,dis,11,dis
iwagami_dis_au_cl_1_0,dis,11,dis
henmi_dis_au_cl_1_0,dis,11,dis
kikuguti_dis_au_cl_4_0,dis,11,dis
sirakura_dis_au_cl_1_0,dis,11,fea
nakatakuma_dis_au_cl_1_0,dis,11,dis
nishio_fea_au_mouth_2_0,fea,11,fea
ota_fea_fr_2_0,fea,11,fea
koyama_fea_fr_2_0,fea,11,sur
iwagami_fea_au_mouth_1_0,fea,11,dis
henmi_fea_au_mouth_2_0,fea,11,fea
kikuguti_fea_au_mouth_1_0,fea,11,fea
sirakura_fea_fr_2_0,fea,11,sad
nakatakuma_fea_fr_1_0,fea,11,sur
nishio_hap_au_du_1_0,hap,11,hap
ota_hap_au_du_1_0,hap,11,hap
koyama_hap_au_du_1_0,hap,11,hap
iwagami_hap_au_du_2_0,hap,11,hap
henmi_hap_au_du_1_0,hap,11,hap
kikuguti_hap_au_du_4_0,hap,11,hap
sirakura_hap_au_du_2_0,hap,11,hap
nakatakuma_hap_au_du_1_0,hap,11,hap
nishio_sad_au_1_0,sad,11,sad
ota_sad_au_mouth_1_0,sad,11,sad
koyama_sad_au_mouth_1_0,sad,11,sad
iwagami_sad_au_mouth_3_0,sad,11,sad
henmi_sad_au_mouth_3_0,sad,11,sad
kikuguti_sad_au_1_0,sad,11,sad
sirakura_sad_au_mouth_1_0_130,sad,11,sad
nakatakuma_sad_au_2_0,sad,11,sad
nishio_sur_au_mouth_2_0,sur,11,hap
ota_sur_fr_1_0,sur,11,hap
koyama_sur_fr_2_0,sur,11,sur
iwagami_sur_au_mouth_2_0,sur,11,fea
henmi_sur_au_mouth_2_0,sur,11,sur
kikuguti_sur_fr_2_0,sur,11,sur
sirakura_sur_fr_1_0,sur,11,sur
nakatakuma_sur_au_mouth_2_0,sur,11,sur
nishio_ang_au_cl_2_0,ang,12,ang
ota_ang_au_cl_1_0,ang,12,ang
koyama_ang_au_cl_2_0,ang,12,ang
iwagami_ang_au_cl_1_0,ang,12,sad
henmi_ang_au_cl_4_0,ang,12,dis
kikuguti_ang_au_cl_1_0,ang,12,sur
sirakura_ang_au_cl_3_0,ang,12,ang
nakatakuma_ang_au_cl_2_0,ang,12,ang
nishio_dis_au_cl_3_0,dis,12,dis
ota_dis_au_cl_1_0,dis,12,dis
koyama_dis_au_cl_2_0,dis,12,dis
iwagami_dis_au_cl_1_0,dis,12,ang
henmi_dis_au_cl_1_0,dis,12,ang
kikuguti_dis_au_cl_4_0,dis,12,dis
sirakura_dis_au_cl_1_0,dis,12,dis
nakatakuma_dis_au_cl_1_0,dis,12,dis
nishio_fea_au_mouth_2_0,fea,12,sur
ota_fea_fr_2_0,fea,12,fea
koyama_fea_fr_2_0,fea,12,sur
iwagami_fea_au_mouth_1_0,fea,12,sad
henmi_fea_au_mouth_2_0,fea,12,fea
kikuguti_fea_au_mouth_1_0,fea,12,fea
sirakura_fea_fr_2_0,fea,12,sur
nakatakuma_fea_fr_1_0,fea,12,fea
nishio_hap_au_du_1_0,hap,12,hap
ota_hap_au_du_1_0,hap,12,hap
koyama_hap_au_du_1_0,hap,12,hap
iwagami_hap_au_du_2_0,hap,12,hap
henmi_hap_au_du_1_0,hap,12,hap
kikuguti_hap_au_du_4_0,hap,12,hap
sirakura_hap_au_du_2_0,hap,12,hap
nakatakuma_hap_au_du_1_0,hap,12,hap
nishio_sad_au_1_0,sad,12,sad
ota_sad_au_mouth_1_0,sad,12,sad
koyama_sad_au_mouth_1_0,sad,12,sad
iwagami_sad_au_mouth_3_0,sad,12,sad
henmi_sad_au_mouth_3_0,sad,12,sad
kikuguti_sad_au_1_0,sad,12,sad
sirakura_sad_au_mouth_1_0_130,sad,12,sad
nakatakuma_sad_au_2_0,sad,12,sad
nishio_sur_au_mouth_2_0,sur,12,sur
ota_sur_fr_1_0,sur,12,sur
koyama_sur_fr_2_0,sur,12,sur
iwagami_sur_au_mouth_2_0,sur,12,sur
henmi_sur_au_mouth_2_0,sur,12,sur
kikuguti_sur_fr_2_0,sur,12,sur
sirakura_sur_fr_1_0,sur,12,sur
nakatakuma_sur_au_mouth_2_0,sur,12,sur
nishio_ang_au_cl_2_0,ang,13,ang
ota_ang_au_cl_1_0,ang,13,ang
koyama_ang_au_cl_2_0,ang,13,ang
iwagami_ang_au_cl_1_0,ang,13,ang
henmi_ang_au_cl_4_0,ang,13,ang
kikuguti_ang_au_cl_1_0,ang,13,ang
sirakura_ang_au_cl_3_0,ang,13,ang
nakatakuma_ang_au_cl_2_0,ang,13,ang
nishio_dis_au_cl_3_0,dis,13,dis
ota_dis_au_cl_1_0,dis,13,dis
koyama_dis_au_cl_2_0,dis,13,dis
iwagami_dis_au_cl_1_0,dis,13,dis
henmi_dis_au_cl_1_0,dis,13,dis
kikuguti_dis_au_cl_4_0,dis,13,dis
sirakura_dis_au_cl_1_0,dis,13,dis
nakatakuma_dis_au_cl_1_0,dis,13,dis
nishio_fea_au_mouth_2_0,fea,13,fea
ota_fea_fr_2_0,fea,13,fea
koyama_fea_fr_2_0,fea,13,fea
iwagami_fea_au_mouth_1_0,fea,13,fea
henmi_fea_au_mouth_2_0,fea,13,fea
kikuguti_fea_au_mouth_1_0,fea,13,sad
sirakura_fea_fr_2_0,fea,13,fea
nakatakuma_fea_fr_1_0,fea,13,fea
nishio_hap_au_du_1_0,hap,13,hap
ota_hap_au_du_1_0,hap,13,hap
koyama_hap_au_du_1_0,hap,13,hap
iwagami_hap_au_du_2_0,hap,13,hap
henmi_hap_au_du_1_0,hap,13,hap
kikuguti_hap_au_du_4_0,hap,13,hap
sirakura_hap_au_du_2_0,hap,13,hap
nakatakuma_hap_au_du_1_0,hap,13,hap
nishio_sad_au_1_0,sad,13,sad
ota_sad_au_mouth_1_0,sad,13,sad
koyama_sad_au_mouth_1_0,sad,13,sad
iwagami_sad_au_mouth_3_0,sad,13,sad
henmi_sad_au_mouth_3_0,sad,13,sad
kikuguti_sad_au_1_0,sad,13,sad
sirakura_sad_au_mouth_1_0_130,sad,13,sad
nakatakuma_sad_au_2_0,sad,13,sad
nishio_sur_au_mouth_2_0,sur,13,fea
ota_sur_fr_1_0,sur,13,sur
koyama_sur_fr_2_0,sur,13,sur
iwagami_sur_au_mouth_2_0,sur,13,sur
henmi_sur_au_mouth_2_0,sur,13,sur
kikuguti_sur_fr_2_0,sur,13,sur
sirakura_sur_fr_1_0,sur,13,sur
nakatakuma_sur_au_mouth_2_0,sur,13,sur
nishio_ang_au_cl_2_0,ang,14,ang
ota_ang_au_cl_1_0,ang,14,ang
koyama_ang_au_cl_2_0,ang,14,ang
iwagami_ang_au_cl_1_0,ang,14,sad
henmi_ang_au_cl_4_0,ang,14,ang
kikuguti_ang_au_cl_1_0,ang,14,ang
sirakura_ang_au_cl_3_0,ang,14,ang
nakatakuma_ang_au_cl_2_0,ang,14,ang
nishio_dis_au_cl_3_0,dis,14,dis
ota_dis_au_cl_1_0,dis,14,dis
koyama_dis_au_cl_2_0,dis,14,dis
iwagami_dis_au_cl_1_0,dis,14,dis
henmi_dis_au_cl_1_0,dis,14,ang
kikuguti_dis_au_cl_4_0,dis,14,dis
sirakura_dis_au_cl_1_0,dis,14,sad
nakatakuma_dis_au_cl_1_0,dis,14,dis
nishio_fea_au_mouth_2_0,fea,14,sur
ota_fea_fr_2_0,fea,14,sur
koyama_fea_fr_2_0,fea,14,fea
iwagami_fea_au_mouth_1_0,fea,14,fea
henmi_fea_au_mouth_2_0,fea,14,fea
kikuguti_fea_au_mouth_1_0,fea,14,sad
sirakura_fea_fr_2_0,fea,14,sur
nakatakuma_fea_fr_1_0,fea,14,fea
nishio_hap_au_du_1_0,hap,14,hap
ota_hap_au_du_1_0,hap,14,hap
koyama_hap_au_du_1_0,hap,14,hap
iwagami_hap_au_du_2_0,hap,14,hap
henmi_hap_au_du_1_0,hap,14,hap
kikuguti_hap_au_du_4_0,hap,14,hap
sirakura_hap_au_du_2_0,hap,14,hap
nakatakuma_hap_au_du_1_0,hap,14,hap
nishio_sad_au_1_0,sad,14,sad
ota_sad_au_mouth_1_0,sad,14,sad
koyama_sad_au_mouth_1_0,sad,14,sad
iwagami_sad_au_mouth_3_0,sad,14,sad
henmi_sad_au_mouth_3_0,sad,14,sad
kikuguti_sad_au_1_0,sad,14,sad
sirakura_sad_au_mouth_1_0_130,sad,14,sad
nakatakuma_sad_au_2_0,sad,14,ang
nishio_sur_au_mouth_2_0,sur,14,sur
ota_sur_fr_1_0,sur,14,sur
koyama_sur_fr_2_0,sur,14,sur
iwagami_sur_au_mouth_2_0,sur,14,sur
henmi_sur_au_mouth_2_0,sur,14,sur
kikuguti_sur_fr_2_0,sur,14,sur
sirakura_sur_fr_1_0,sur,14,sur
nakatakuma_sur_au_mouth_2_0,sur,14,sur
nishio_ang_au_cl_2_0,ang,15,ang
ota_ang_au_cl_1_0,ang,15,ang
koyama_ang_au_cl_2_0,ang,15,ang
iwagami_ang_au_cl_1_0,ang,15,ang
henmi_ang_au_cl_4_0,ang,15,ang
kikuguti_ang_au_cl_1_0,ang,15,ang
sirakura_ang_au_cl_3_0,ang,15,ang
nakatakuma_ang_au_cl_2_0,ang,15,ang
nishio_dis_au_cl_3_0,dis,15,ang
ota_dis_au_cl_1_0,dis,15,dis
koyama_dis_au_cl_2_0,dis,15,dis
iwagami_dis_au_cl_1_0,dis,15,dis
henmi_dis_au_cl_1_0,dis,15,dis
kikuguti_dis_au_cl_4_0,dis,15,dis
sirakura_dis_au_cl_1_0,dis,15,dis
nakatakuma_dis_au_cl_1_0,dis,15,dis
nishio_fea_au_mouth_2_0,fea,15,fea
ota_fea_fr_2_0,fea,15,fea
koyama_fea_fr_2_0,fea,15,sur
iwagami_fea_au_mouth_1_0,fea,15,fea
henmi_fea_au_mouth_2_0,fea,15,fea
kikuguti_fea_au_mouth_1_0,fea,15,sad
sirakura_fea_fr_2_0,fea,15,fea
nakatakuma_fea_fr_1_0,fea,15,sur
nishio_hap_au_du_1_0,hap,15,hap
ota_hap_au_du_1_0,hap,15,hap
koyama_hap_au_du_1_0,hap,15,hap
iwagami_hap_au_du_2_0,hap,15,hap
henmi_hap_au_du_1_0,hap,15,hap
kikuguti_hap_au_du_4_0,hap,15,hap
sirakura_hap_au_du_2_0,hap,15,hap
nakatakuma_hap_au_du_1_0,hap,15,hap
nishio_sad_au_1_0,sad,15,sad
ota_sad_au_mouth_1_0,sad,15,sad
koyama_sad_au_mouth_1_0,sad,15,sad
iwagami_sad_au_mouth_3_0,sad,15,sad
henmi_sad_au_mouth_3_0,sad,15,sad
kikuguti_sad_au_1_0,sad,15,sad
sirakura_sad_au_mouth_1_0_130,sad,15,sad
nakatakuma_sad_au_2_0,sad,15,sad
nishio_sur_au_mouth_2_0,sur,15,sur
ota_sur_fr_1_0,sur,15,sur
koyama_sur_fr_2_0,sur,15,sur
iwagami_sur_au_mouth_2_0,sur,15,sur
henmi_sur_au_mouth_2_0,sur,15,sur
kikuguti_sur_fr_2_0,sur,15,sur
sirakura_sur_fr_1_0,sur,15,sur
nakatakuma_sur_au_mouth_2_0,sur,15,sur
nishio_ang_au_cl_2_0,ang,16,ang
ota_ang_au_cl_1_0,ang,16,ang
koyama_ang_au_cl_2_0,ang,16,ang
iwagami_ang_au_cl_1_0,ang,16,dis
henmi_ang_au_cl_4_0,ang,16,dis
kikuguti_ang_au_cl_1_0,ang,16,ang
sirakura_ang_au_cl_3_0,ang,16,ang
nakatakuma_ang_au_cl_2_0,ang,16,ang
nishio_dis_au_cl_3_0,dis,16,ang
ota_dis_au_cl_1_0,dis,16,dis
koyama_dis_au_cl_2_0,dis,16,dis
iwagami_dis_au_cl_1_0,dis,16,dis
henmi_dis_au_cl_1_0,dis,16,dis
kikuguti_dis_au_cl_4_0,dis,16,dis
sirakura_dis_au_cl_1_0,dis,16,sad
nakatakuma_dis_au_cl_1_0,dis,16,dis
nishio_fea_au_mouth_2_0,fea,16,dis
ota_fea_fr_2_0,fea,16,dis
koyama_fea_fr_2_0,fea,16,sur
iwagami_fea_au_mouth_1_0,fea,16,dis
henmi_fea_au_mouth_2_0,fea,16,dis
kikuguti_fea_au_mouth_1_0,fea,16,fea
sirakura_fea_fr_2_0,fea,16,fea
nakatakuma_fea_fr_1_0,fea,16,fea
nishio_hap_au_du_1_0,hap,16,hap
ota_hap_au_du_1_0,hap,16,hap
koyama_hap_au_du_1_0,hap,16,hap
iwagami_hap_au_du_2_0,hap,16,hap
henmi_hap_au_du_1_0,hap,16,hap
kikuguti_hap_au_du_4_0,hap,16,hap
sirakura_hap_au_du_2_0,hap,16,hap
nakatakuma_hap_au_du_1_0,hap,16,hap
nishio_sad_au_1_0,sad,16,sad
ota_sad_au_mouth_1_0,sad,16,sad
koyama_sad_au_mouth_1_0,sad,16,sad
iwagami_sad_au_mouth_3_0,sad,16,sad
henmi_sad_au_mouth_3_0,sad,16,sad
kikuguti_sad_au_1_0,sad,16,sad
sirakura_sad_au_mouth_1_0_130,sad,16,sad
nakatakuma_sad_au_2_0,sad,16,ang
nishio_sur_au_mouth_2_0,sur,16,sur
ota_sur_fr_1_0,sur,16,sur
koyama_sur_fr_2_0,sur,16,sur
iwagami_sur_au_mouth_2_0,sur,16,sur
henmi_sur_au_mouth_2_0,sur,16,sur
kikuguti_sur_fr_2_0,sur,16,sur
sirakura_sur_fr_1_0,sur,16,sur
nakatakuma_sur_au_mouth_2_0,sur,16,sur
nishio_ang_au_cl_2_0,ang,17,ang
ota_ang_au_cl_1_0,ang,17,dis
koyama_ang_au_cl_2_0,ang,17,ang
iwagami_ang_au_cl_1_0,ang,17,ang
henmi_ang_au_cl_4_0,ang,17,ang
kikuguti_ang_au_cl_1_0,ang,17,ang
sirakura_ang_au_cl_3_0,ang,17,ang
nakatakuma_ang_au_cl_2_0,ang,17,ang
nishio_dis_au_cl_3_0,dis,17,dis
ota_dis_au_cl_1_0,dis,17,dis
koyama_dis_au_cl_2_0,dis,17,dis
iwagami_dis_au_cl_1_0,dis,17,dis
henmi_dis_au_cl_1_0,dis,17,dis
kikuguti_dis_au_cl_4_0,dis,17,dis
sirakura_dis_au_cl_1_0,dis,17,sad
nakatakuma_dis_au_cl_1_0,dis,17,neu
nishio_fea_au_mouth_2_0,fea,17,fea
ota_fea_fr_2_0,fea,17,fea
koyama_fea_fr_2_0,fea,17,sur
iwagami_fea_au_mouth_1_0,fea,17,fea
henmi_fea_au_mouth_2_0,fea,17,fea
kikuguti_fea_au_mouth_1_0,fea,17,sad
sirakura_fea_fr_2_0,fea,17,sur
nakatakuma_fea_fr_1_0,fea,17,sur
nishio_hap_au_du_1_0,hap,17,hap
ota_hap_au_du_1_0,hap,17,neu
koyama_hap_au_du_1_0,hap,17,hap
iwagami_hap_au_du_2_0,hap,17,hap
henmi_hap_au_du_1_0,hap,17,hap
kikuguti_hap_au_du_4_0,hap,17,hap
sirakura_hap_au_du_2_0,hap,17,ang
nakatakuma_hap_au_du_1_0,hap,17,hap
nishio_sad_au_1_0,sad,17,sad
ota_sad_au_mouth_1_0,sad,17,sad
koyama_sad_au_mouth_1_0,sad,17,sad
iwagami_sad_au_mouth_3_0,sad,17,sad
henmi_sad_au_mouth_3_0,sad,17,sad
kikuguti_sad_au_1_0,sad,17,sad
sirakura_sad_au_mouth_1_0_130,sad,17,sad
nakatakuma_sad_au_2_0,sad,17,sad
nishio_sur_au_mouth_2_0,sur,17,sur
ota_sur_fr_1_0,sur,17,sur
koyama_sur_fr_2_0,sur,17,sur
iwagami_sur_au_mouth_2_0,sur,17,sur
henmi_sur_au_mouth_2_0,sur,17,sur
kikuguti_sur_fr_2_0,sur,17,sur
sirakura_sur_fr_1_0,sur,17,sur
nakatakuma_sur_au_mouth_2_0,sur,17,sur
nishio_ang_au_cl_2_0,ang,18,ang
ota_ang_au_cl_1_0,ang,18,ang
koyama_ang_au_cl_2_0,ang,18,ang
iwagami_ang_au_cl_1_0,ang,18,sad
henmi_ang_au_cl_4_0,ang,18,ang
kikuguti_ang_au_cl_1_0,ang,18,ang
sirakura_ang_au_cl_3_0,ang,18,ang
nakatakuma_ang_au_cl_2_0,ang,18,ang
nishio_dis_au_cl_3_0,dis,18,ang
ota_dis_au_cl_1_0,dis,18,ang
koyama_dis_au_cl_2_0,dis,18,sad
iwagami_dis_au_cl_1_0,dis,18,dis
henmi_dis_au_cl_1_0,dis,18,sad
kikuguti_dis_au_cl_4_0,dis,18,sad
sirakura_dis_au_cl_1_0,dis,18,sad
nakatakuma_dis_au_cl_1_0,dis,18,dis
nishio_fea_au_mouth_2_0,fea,18,sur
ota_fea_fr_2_0,fea,18,sur
koyama_fea_fr_2_0,fea,18,sur
iwagami_fea_au_mouth_1_0,fea,18,sur
henmi_fea_au_mouth_2_0,fea,18,ang
kikuguti_fea_au_mouth_1_0,fea,18,sad
sirakura_fea_fr_2_0,fea,18,sur
nakatakuma_fea_fr_1_0,fea,18,ang
nishio_hap_au_du_1_0,hap,18,hap
ota_hap_au_du_1_0,hap,18,hap
koyama_hap_au_du_1_0,hap,18,hap
iwagami_hap_au_du_2_0,hap,18,hap
henmi_hap_au_du_1_0,hap,18,hap
kikuguti_hap_au_du_4_0,hap,18,hap
sirakura_hap_au_du_2_0,hap,18,hap
nakatakuma_hap_au_du_1_0,hap,18,hap
nishio_sad_au_1_0,sad,18,sad
ota_sad_au_mouth_1_0,sad,18,sad
koyama_sad_au_mouth_1_0,sad,18,sad
iwagami_sad_au_mouth_3_0,sad,18,sad
henmi_sad_au_mouth_3_0,sad,18,sad
kikuguti_sad_au_1_0,sad,18,sad
sirakura_sad_au_mouth_1_0_130,sad,18,sad
nakatakuma_sad_au_2_0,sad,18,sad
nishio_sur_au_mouth_2_0,sur,18,sur
ota_sur_fr_1_0,sur,18,sur
koyama_sur_fr_2_0,sur,18,sur
iwagami_sur_au_mouth_2_0,sur,18,sur
henmi_sur_au_mouth_2_0,sur,18,sur
kikuguti_sur_fr_2_0,sur,18,sur
sirakura_sur_fr_1_0,sur,18,sur
nakatakuma_sur_au_mouth_2_0,sur,18,sur
nishio_ang_au_cl_2_0,ang,19,ang
ota_ang_au_cl_1_0,ang,19,ang
koyama_ang_au_cl_2_0,ang,19,ang
iwagami_ang_au_cl_1_0,ang,19,ang
henmi_ang_au_cl_4_0,ang,19,ang
kikuguti_ang_au_cl_1_0,ang,19,ang
sirakura_ang_au_cl_3_0,ang,19,ang
nakatakuma_ang_au_cl_2_0,ang,19,ang
nishio_dis_au_cl_3_0,dis,19,ang
ota_dis_au_cl_1_0,dis,19,dis
koyama_dis_au_cl_2_0,dis,19,dis
iwagami_dis_au_cl_1_0,dis,19,dis
henmi_dis_au_cl_1_0,dis,19,dis
kikuguti_dis_au_cl_4_0,dis,19,dis
sirakura_dis_au_cl_1_0,dis,19,dis
nakatakuma_dis_au_cl_1_0,dis,19,ang
nishio_fea_au_mouth_2_0,fea,19,fea
ota_fea_fr_2_0,fea,19,fea
koyama_fea_fr_2_0,fea,19,fea
iwagami_fea_au_mouth_1_0,fea,19,fea
henmi_fea_au_mouth_2_0,fea,19,dis
kikuguti_fea_au_mouth_1_0,fea,19,sad
sirakura_fea_fr_2_0,fea,19,fea
nakatakuma_fea_fr_1_0,fea,19,sur
nishio_hap_au_du_1_0,hap,19,hap
ota_hap_au_du_1_0,hap,19,hap
koyama_hap_au_du_1_0,hap,19,hap
iwagami_hap_au_du_2_0,hap,19,hap
henmi_hap_au_du_1_0,hap,19,hap
kikuguti_hap_au_du_4_0,hap,19,hap
